time,Unix time,CHTR:CM02:1255:HV:POWER,CLL:CM02:2301:DS:LVL,CPV:CM02:3001:JT:POS_RBV
2019-03-03 10:04:37,1551625477.56,1.90021,89.9818,17.8633
2019-03-03 10:04:38,1551625478.56,1.90021,90.2041,17.8633
2019-03-03 10:04:40,1551625480.56,1.90021,89.8908,17.8633
2019-03-03 10:04:45,1551625485.56,1.90021,90.2593,17.8633
2019-03-03 10:04:46,1551625486.56,1.90021,89.8676,19.5977
2019-03-03 10:04:47,1551625487.56,1.90021,90.2946,19.1836
2019-03-03 10:04:48,1551625488.56,1.90021,89.8107,19.1836
2019-03-03 10:04:49,1551625489.56,1.90021,90.2158,19.1836
2019-03-03 10:04:50,1551625490.56,1.90021,90.0318,19.1836
2019-03-03 10:04:51,1551625491.56,1.90021,89.8346,19.1836
2019-03-03 10:04:52,1551625492.56,1.90021,90.3281,19.1836
2019-03-03 10:04:53,1551625493.56,1.90021,89.8267,19.1836
2019-03-03 10:04:57,1551625497.56,1.90021,90.0145,19.1836
2019-03-03 10:04:58,1551625498.56,1.90021,90.1174,19.1836
2019-03-03 10:04:59,1551625499.56,1.90021,89.9198,19.1836
2019-03-03 10:05:00,1551625500.56,1.90021,89.7876,19.1836
2019-03-03 10:05:01,1551625501.56,1.90021,90.228,19.1836
2019-03-03 10:05:02,1551625502.56,1.90021,90.0277,19.1836
2019-03-03 10:05:03,1551625503.56,1.90021,89.8179,18.5508
2019-03-03 10:05:04,1551625504.56,1.90021,89.9548,17.5898
2019-03-03 10:05:06,1551625506.56,1.90021,89.843,17.5898
2019-03-03 10:05:09,1551625509.56,1.90021,90.0042,17.5898
2019-03-03 10:05:10,1551625510.56,1.90021,89.8508,17.5898
2019-03-03 10:05:12,1551625512.56,1.90021,89.9739,17.5898
2019-03-03 10:05:16,1551625516.56,1.90021,89.8688,17.5898
2019-03-03 10:05:18,1551625518.56,1.90021,90.1736,17.5898
2019-03-03 10:05:19,1551625519.56,1.90021,89.9438,17.5898
2019-03-03 10:05:21,1551625521.56,1.90021,90.171,17.5898
2019-03-03 10:05:22,1551625522.56,1.90021,89.8933,17.5898
2019-03-03 10:05:23,1551625523.56,1.90021,90.1581,17.5898
2019-03-03 10:05:24,1551625524.56,1.90021,90.3787,17.5898
2019-03-03 10:05:25,1551625525.56,1.90021,89.8137,17.3984
2019-03-03 10:05:26,1551625526.56,1.90021,90.2489,20.3398
2019-03-03 10:05:27,1551625527.57,1.90021,90.2489,19.375
2019-03-03 10:05:28,1551625528.56,1.90021,89.8623,19.1836
2019-03-03 10:05:29,1551625529.56,1.90021,90.0498,19.1836
2019-03-03 10:05:30,1551625530.56,1.90021,89.8633,19.1836
2019-03-03 10:05:31,1551625531.56,1.90021,90.0643,19.1836
2019-03-03 10:05:32,1551625532.56,1.90021,89.9371,19.1836
2019-03-03 10:05:33,1551625533.56,1.90021,90.1023,19.1836
2019-03-03 10:05:34,1551625534.56,1.90021,89.9898,19.1836
2019-03-03 10:05:35,1551625535.56,1.90021,89.8126,19.1836
2019-03-03 10:05:36,1551625536.56,1.90021,90.0403,19.1836
2019-03-03 10:05:38,1551625538.56,1.90021,90.2859,19.1836
2019-03-03 10:05:39,1551625539.56,1.90021,89.9921,19.1836
2019-03-03 10:05:40,1551625540.56,1.90021,89.8183,19.1836
2019-03-03 10:05:41,1551625541.56,1.90021,90.0943,19.1836
2019-03-03 10:05:42,1551625542.56,1.90021,90.2574,19.1836
2019-03-03 10:05:43,1551625543.56,1.90021,90.0494,18.1406
2019-03-03 10:05:44,1551625544.57,1.90021,90.0494,17.3984
2019-03-03 10:05:45,1551625545.56,1.90021,89.8954,17.1211
2019-03-03 10:05:46,1551625546.56,1.90021,90.2646,17.1211
2019-03-03 10:05:47,1551625547.56,1.90021,89.8045,17.1211
2019-03-03 10:05:48,1551625548.56,1.90021,89.9704,17.1211
2019-03-03 10:05:49,1551625549.56,1.90021,89.8468,17.1211
2019-03-03 10:05:51,1551625551.56,1.90021,90.3055,17.1211
2019-03-03 10:05:52,1551625552.56,1.90021,89.8016,17.1211
2019-03-03 10:05:53,1551625553.56,1.90021,89.9942,17.1211
2019-03-03 10:05:54,1551625554.56,1.90021,90.1843,17.1211
2019-03-03 10:05:55,1551625555.56,1.90021,89.841,17.1211
2019-03-03 10:05:56,1551625556.56,1.90021,90.1163,17.1211
2019-03-03 10:05:57,1551625557.56,1.90021,89.826,17.1211
2019-03-03 10:05:58,1551625558.56,1.90021,89.979,17.1211
2019-03-03 10:06:00,1551625560.56,1.90021,89.8331,17.1211
2019-03-03 10:06:01,1551625561.56,1.90021,89.9403,17.1211
2019-03-03 10:06:03,1551625563.56,1.90021,90.2859,17.1211
2019-03-03 10:06:04,1551625564.56,1.90021,89.8303,16.5742
2019-03-03 10:06:05,1551625565.56,1.90021,90.166,18.0859
2019-03-03 10:06:06,1551625566.56,1.90021,89.9499,17.8633
2019-03-03 10:06:07,1551625567.56,1.90021,90.1577,18.0039
2019-03-03 10:06:08,1551625568.56,1.90021,89.901,19.1016
2019-03-03 10:06:10,1551625570.56,1.90021,90.1799,19.1016
2019-03-03 10:06:11,1551625571.56,1.90021,89.8507,19.1016
2019-03-03 10:06:12,1551625572.56,1.90021,90.1458,19.1016
2019-03-03 10:06:13,1551625573.56,1.90021,89.8913,19.1016
2019-03-03 10:06:15,1551625575.56,1.90021,90.1774,19.1016
2019-03-03 10:06:16,1551625576.56,1.90021,89.9978,19.1016
2019-03-03 10:06:17,1551625577.56,1.90021,90.2272,19.1016
2019-03-03 10:06:18,1551625578.56,1.90021,89.9414,19.1016
2019-03-03 10:06:20,1551625580.56,1.90021,89.8151,19.1016
2019-03-03 10:06:21,1551625581.56,1.90021,90.0486,19.1016
2019-03-03 10:06:24,1551625584.56,1.90021,89.8676,17.2617
2019-03-03 10:06:25,1551625585.56,1.90021,90.0719,17.0391
2019-03-03 10:06:26,1551625586.56,1.90021,90.2641,17.0391
2019-03-03 10:06:27,1551625587.56,1.90021,89.8483,17.0391
2019-03-03 10:06:28,1551625588.56,1.90021,90.2769,17.0391
2019-03-03 10:06:29,1551625589.56,1.90021,89.823,17.0391
2019-03-03 10:06:30,1551625590.56,1.90021,90.0085,17.0391
2019-03-03 10:06:32,1551625592.56,1.90021,89.827,17.0391
2019-03-03 10:06:33,1551625593.56,1.90021,90.3062,17.0391
2019-03-03 10:06:36,1551625596.56,1.90021,89.929,17.0391
2019-03-03 10:06:38,1551625598.56,1.90021,90.0749,17.0391
2019-03-03 10:06:43,1551625603.56,1.90021,89.8859,17.0391
2019-03-03 10:06:44,1551625604.56,1.90021,90.0344,16.6289
2019-03-03 10:06:49,1551625609.56,1.90021,90.3511,16.6289
2019-03-03 10:06:50,1551625610.56,1.90021,90.077,16.6289
2019-03-03 10:06:51,1551625611.56,1.90021,89.886,16.6289
2019-03-03 10:06:53,1551625613.56,1.90021,90.1463,16.6289
2019-03-03 10:06:54,1551625614.56,1.90021,89.9404,16.6289
2019-03-03 10:06:55,1551625615.56,1.90021,90.1721,16.6289
2019-03-03 10:06:56,1551625616.56,1.90021,90.0036,16.6289
2019-03-03 10:06:57,1551625617.56,1.90021,90.3037,16.6289
2019-03-03 10:06:58,1551625618.56,1.90021,89.8795,16.6289
2019-03-03 10:07:00,1551625620.56,1.90021,90.2027,16.6289
2019-03-03 10:07:01,1551625621.56,1.90021,89.9034,16.6289
2019-03-03 10:07:02,1551625622.56,1.90021,90.2365,16.6289
2019-03-03 10:07:03,1551625623.56,1.90021,89.8558,16.6289
2019-03-03 10:07:04,1551625624.57,1.90021,89.8558,16.1602
2019-03-03 10:07:05,1551625625.56,1.90021,90.2343,16.1602
2019-03-03 10:07:06,1551625626.56,1.90021,89.8364,16.1602
2019-03-03 10:07:07,1551625627.56,1.90021,90.0207,16.1602
2019-03-03 10:07:08,1551625628.56,1.90021,89.8179,16.1602
2019-03-03 10:07:09,1551625629.56,1.90021,90.1624,16.1602
2019-03-03 10:07:10,1551625630.56,1.90021,90.0042,16.1602
2019-03-03 10:07:11,1551625631.56,1.90021,90.1044,16.0234
2019-03-03 10:07:12,1551625632.56,1.90021,89.9369,16.0234
2019-03-03 10:07:13,1551625633.56,1.90021,90.1698,16.0234
2019-03-03 10:07:14,1551625634.56,1.90021,89.8487,16.0234
2019-03-03 10:07:18,1551625638.56,1.90021,90.1745,16.0234
2019-03-03 10:07:19,1551625639.56,1.90021,89.8316,16.0234
2019-03-03 10:07:20,1551625640.57,1.90021,89.8316,15.9141
2019-03-03 10:07:22,1551625642.56,1.90021,89.9819,15.9141
2019-03-03 10:07:24,1551625644.56,1.90021,90.1155,15.1719
2019-03-03 10:07:25,1551625645.56,1.90021,89.806,15.1719
2019-03-03 10:07:27,1551625647.56,1.90021,90.006,15.1719
2019-03-03 10:07:28,1551625648.56,1.90021,89.8545,15.1719
2019-03-03 10:07:29,1551625649.56,1.90021,89.9666,15.1719
2019-03-03 10:07:30,1551625650.56,1.90021,89.827,15.1719
2019-03-03 10:07:31,1551625651.56,1.90021,90.1142,15.1719
2019-03-03 10:07:32,1551625652.56,1.90021,89.9927,15.1719
2019-03-03 10:07:33,1551625653.56,1.90021,89.8799,15.1719
2019-03-03 10:07:34,1551625654.57,1.90021,90.2,15.1719
2019-03-03 10:07:36,1551625656.56,1.90021,89.9124,15.1719
2019-03-03 10:07:39,1551625659.56,1.90021,90.0285,15.1719
2019-03-03 10:07:41,1551625661.56,1.90021,90.3703,15.1719
2019-03-03 10:07:42,1551625662.56,1.90021,89.8258,15.0352
2019-03-03 10:07:43,1551625663.56,1.90021,90.0122,15.0352
2019-03-03 10:07:44,1551625664.57,1.90021,90.0122,15.1719
2019-03-03 10:07:45,1551625665.56,1.90021,89.7967,16.1602
2019-03-03 10:07:46,1551625666.56,1.90021,90.0371,16.1602
2019-03-03 10:07:47,1551625667.56,1.90021,89.8505,16.3516
2019-03-03 10:07:48,1551625668.57,1.90021,89.8505,17.8633
2019-03-03 10:07:49,1551625669.56,1.90021,90.0934,17.1211
2019-03-03 10:07:50,1551625670.56,1.90021,89.8035,17.1211
2019-03-03 10:07:51,1551625671.56,1.90021,90.0573,17.1211
2019-03-03 10:07:52,1551625672.56,1.90021,89.8407,17.1211
2019-03-03 10:07:53,1551625673.56,1.90021,90.3033,17.1211
2019-03-03 10:07:54,1551625674.56,1.90021,89.8969,17.1211
2019-03-03 10:07:56,1551625676.56,1.90021,90.0418,17.1211
2019-03-03 10:07:58,1551625678.56,1.90021,90.3064,17.1211
2019-03-03 10:07:59,1551625679.56,1.90021,89.8392,17.1211
2019-03-03 10:08:01,1551625681.56,1.90021,90.175,17.1211
2019-03-03 10:08:03,1551625683.56,1.90021,89.9704,17.1211
2019-03-03 10:08:04,1551625684.57,1.90021,89.9704,15.6367
2019-03-03 10:08:05,1551625685.56,1.90021,90.1152,15.6367
2019-03-03 10:08:08,1551625688.56,1.90021,89.8865,15.6367
2019-03-03 10:08:09,1551625689.56,1.90021,90.0117,15.6367
2019-03-03 10:08:12,1551625692.56,1.90021,89.8116,15.6367
2019-03-03 10:08:13,1551625693.56,1.90021,90.0909,15.6367
2019-03-03 10:08:16,1551625696.56,1.90021,90.2635,15.6367
2019-03-03 10:08:17,1551625697.56,1.90021,89.8292,15.6367
2019-03-03 10:08:19,1551625699.56,1.90021,89.9303,15.6367
2019-03-03 10:08:22,1551625702.56,1.90021,89.8296,15.6367
2019-03-03 10:08:24,1551625704.56,1.90021,90.177,15.6367
2019-03-03 10:08:25,1551625705.56,1.90021,89.8716,16.1602
2019-03-03 10:08:26,1551625706.56,1.90021,90.2349,16.1602
2019-03-03 10:08:27,1551625707.56,1.90021,89.8045,16.1602
2019-03-03 10:08:28,1551625708.56,1.90021,90.1279,17.6719
2019-03-03 10:08:29,1551625709.56,1.90021,89.9166,17.6719
2019-03-03 10:08:30,1551625710.56,1.90021,90.1183,17.6719
2019-03-03 10:08:32,1551625712.56,1.90021,89.7994,17.6719
2019-03-03 10:08:35,1551625715.56,1.90021,89.903,17.6719
2019-03-03 10:08:36,1551625716.56,1.90021,90.1441,17.6719
2019-03-03 10:08:37,1551625717.56,1.90021,89.834,17.6719
2019-03-03 10:08:38,1551625718.56,1.90021,90.0053,17.6719
2019-03-03 10:08:39,1551625719.56,1.90021,89.8042,17.6719
2019-03-03 10:08:40,1551625720.56,1.90021,90.0785,17.6719
2019-03-03 10:08:42,1551625722.56,1.90021,89.8397,17.6719
2019-03-03 10:08:43,1551625723.56,1.90021,90.1597,17.6719
2019-03-03 10:08:44,1551625724.56,1.90021,89.9565,17.6719
2019-03-03 10:08:45,1551625725.56,1.90021,90.2975,18.9648
2019-03-03 10:08:46,1551625726.56,1.90021,89.8375,18.8281
2019-03-03 10:08:48,1551625728.56,1.90021,90.1801,20.3398
2019-03-03 10:08:49,1551625729.56,1.90021,89.7986,19.5977
2019-03-03 10:08:50,1551625730.56,1.90021,90.0614,19.5977
2019-03-03 10:08:51,1551625731.56,1.90021,89.8847,19.5977
2019-03-03 10:08:52,1551625732.56,1.90021,90.0921,19.5977
2019-03-03 10:08:54,1551625734.56,1.90021,89.8813,19.5977
2019-03-03 10:08:55,1551625735.56,1.90021,90.3718,19.5977
2019-03-03 10:08:56,1551625736.56,1.90021,89.8078,19.5977
2019-03-03 10:08:57,1551625737.56,1.90021,90.3284,19.5977
2019-03-03 10:08:58,1551625738.56,1.90021,89.8535,19.5977
2019-03-03 10:09:00,1551625740.56,1.90021,90.0896,19.5977
2019-03-03 10:09:01,1551625741.56,1.90021,89.8212,19.5977
2019-03-03 10:09:02,1551625742.56,1.90021,89.9964,19.5977
2019-03-03 10:09:05,1551625745.57,1.90021,89.9964,19.375
2019-03-03 10:09:09,1551625749.56,1.90021,90.1299,19.375
2019-03-03 10:09:11,1551625751.56,1.90021,89.8464,19.375
2019-03-03 10:09:13,1551625753.56,1.90021,90.2114,19.375
2019-03-03 10:09:14,1551625754.56,1.90021,90.0744,19.375
2019-03-03 10:09:15,1551625755.56,1.90021,89.8862,19.375
2019-03-03 10:09:16,1551625756.56,1.90021,90.165,19.375
2019-03-03 10:09:17,1551625757.56,1.90021,89.8695,19.375
2019-03-03 10:09:22,1551625762.56,1.90021,90.2397,19.375
2019-03-03 10:09:23,1551625763.56,1.90021,89.8126,19.375
2019-03-03 10:09:24,1551625764.56,1.90021,90.1801,17.6719
2019-03-03 10:09:25,1551625765.57,1.90021,90.1801,17.3984
2019-03-03 10:09:26,1551625766.56,1.90021,89.8678,17.3984
2019-03-03 10:09:28,1551625768.56,1.90021,90.095,17.3984
2019-03-03 10:09:29,1551625769.56,1.90021,89.8194,17.3984
2019-03-03 10:09:32,1551625772.56,1.90021,90.0911,17.3984
2019-03-03 10:09:33,1551625773.56,1.90021,89.9034,17.3984
2019-03-03 10:09:36,1551625776.56,1.90021,89.8034,17.3984
2019-03-03 10:09:37,1551625777.56,1.90021,90.2198,17.3984
2019-03-03 10:09:38,1551625778.56,1.90021,89.9074,17.3984
2019-03-03 10:09:39,1551625779.56,1.90021,89.8054,17.3984
2019-03-03 10:09:41,1551625781.56,1.90021,89.9372,17.3984
2019-03-03 10:09:42,1551625782.56,1.90021,90.2036,17.3984
2019-03-03 10:09:43,1551625783.56,1.90021,89.8428,17.3984
2019-03-03 10:09:44,1551625784.57,1.90021,89.8428,16.6289
2019-03-03 10:09:45,1551625785.56,1.90021,90.0041,18.1406
2019-03-03 10:09:48,1551625788.56,1.90021,89.7897,19.375
2019-03-03 10:09:49,1551625789.56,1.90021,89.9411,19.375
2019-03-03 10:09:51,1551625791.56,1.90021,89.8172,19.375
2019-03-03 10:09:52,1551625792.56,1.90021,90.011,19.375
2019-03-03 10:09:55,1551625795.56,1.90021,89.7952,19.375
2019-03-03 10:09:57,1551625797.56,1.90021,90.3545,19.375
2019-03-03 10:09:58,1551625798.56,1.90021,89.8214,19.375
2019-03-03 10:09:59,1551625799.56,1.90021,90.0131,19.375
2019-03-03 10:10:00,1551625800.56,1.90021,90.1622,19.375
2019-03-03 10:10:01,1551625801.56,1.90021,90.0436,19.375
2019-03-03 10:10:02,1551625802.56,1.90021,89.8378,19.375
2019-03-03 10:10:03,1551625803.56,1.90021,90.1333,19.375
2019-03-03 10:10:04,1551625804.56,1.90021,90.3674,18.1406
2019-03-03 10:10:05,1551625805.56,1.90021,89.9464,17.3984
2019-03-03 10:10:08,1551625808.56,1.90021,89.813,17.3984
2019-03-03 10:10:09,1551625809.56,1.90021,90.1271,17.3984
2019-03-03 10:10:10,1551625810.56,1.90021,89.8386,17.3984
2019-03-03 10:10:11,1551625811.56,1.90021,89.9716,17.3984
2019-03-03 10:10:12,1551625812.56,1.90021,89.8458,17.3984
2019-03-03 10:10:13,1551625813.56,1.90021,90.3142,17.3984
2019-03-03 10:10:14,1551625814.56,1.90021,90.0953,17.3984
2019-03-03 10:10:15,1551625815.56,1.90021,89.7901,17.3984
2019-03-03 10:10:16,1551625816.56,1.90021,90.3365,17.3984
2019-03-03 10:10:19,1551625819.56,1.90021,89.8823,17.3984
2019-03-03 10:10:22,1551625822.56,1.90021,90.2767,17.3984
2019-03-03 10:10:23,1551625823.56,1.90021,89.8797,17.3984
2019-03-03 10:10:25,1551625825.57,1.90021,89.8797,17.9492
2019-03-03 10:10:26,1551625826.56,1.90021,89.9807,17.9492
2019-03-03 10:10:27,1551625827.56,1.90021,89.8182,18.8281
2019-03-03 10:10:28,1551625828.56,1.90021,90.0914,18.8281
2019-03-03 10:10:29,1551625829.56,1.90021,89.9903,18.8281
2019-03-03 10:10:31,1551625831.56,1.90021,90.2392,18.8281
2019-03-03 10:10:32,1551625832.56,1.90021,89.9105,18.8281
2019-03-03 10:10:33,1551625833.56,1.90021,90.2445,18.8281
2019-03-03 10:10:34,1551625834.56,1.90021,90.1119,18.8281
2019-03-03 10:10:35,1551625835.56,1.90021,89.8564,18.8281
2019-03-03 10:10:37,1551625837.56,1.90021,90.0844,18.8281
2019-03-03 10:10:39,1551625839.56,1.90021,89.8065,18.8281
2019-03-03 10:10:40,1551625840.56,1.90021,90.0767,18.8281
2019-03-03 10:10:43,1551625843.56,1.90021,89.8287,18.8281
2019-03-03 10:10:45,1551625845.56,1.90021,90.057,18.8281
2019-03-03 10:10:47,1551625847.56,1.90021,90.2,18.8281
2019-03-03 10:10:48,1551625848.56,1.90021,89.8626,18.8281
2019-03-03 10:10:50,1551625850.56,1.90021,90.0298,18.8281
2019-03-03 10:10:51,1551625851.56,1.90021,90.3279,18.8281
2019-03-03 10:10:52,1551625852.56,1.90021,89.7989,18.8281
2019-03-03 10:10:53,1551625853.56,1.90021,89.9396,18.8281
2019-03-03 10:10:54,1551625854.56,1.90021,89.8076,18.8281
2019-03-03 10:10:55,1551625855.56,1.90021,90.1935,18.8281
2019-03-03 10:10:56,1551625856.56,1.90021,89.9133,18.8281
2019-03-03 10:10:58,1551625858.56,1.90021,90.2586,18.8281
2019-03-03 10:10:59,1551625859.56,1.90021,89.8032,18.8281
2019-03-03 10:11:01,1551625861.56,1.90021,90.0927,18.8281
2019-03-03 10:11:02,1551625862.56,1.90021,89.8009,18.8281
2019-03-03 10:11:03,1551625863.56,1.90021,90.0047,18.8281
2019-03-03 10:11:04,1551625864.56,1.90021,90.1729,18.8281
2019-03-03 10:11:06,1551625866.56,1.90021,89.9066,18.8281
2019-03-03 10:11:07,1551625867.57,1.90021,89.9066,20.3398
2019-03-03 10:11:08,1551625868.56,1.90021,90.1616,19.6523
2019-03-03 10:11:09,1551625869.56,1.90021,89.825,19.6523
2019-03-03 10:11:10,1551625870.56,1.90021,90.2923,19.6523
2019-03-03 10:11:11,1551625871.56,1.90021,89.8199,19.6523
2019-03-03 10:11:12,1551625872.56,1.90021,90.119,19.6523
2019-03-03 10:11:14,1551625874.56,1.90021,89.8348,19.6523
2019-03-03 10:11:15,1551625875.56,1.90021,90.2647,19.6523
2019-03-03 10:11:16,1551625876.56,1.90021,90.0058,19.6523
2019-03-03 10:11:19,1551625879.56,1.90021,89.8453,19.6523
2019-03-03 10:11:20,1551625880.56,1.90021,90.0863,19.6523
2019-03-03 10:11:22,1551625882.56,1.90021,90.4015,19.6523
2019-03-03 10:11:23,1551625883.56,1.90021,89.9037,19.6523
2019-03-03 10:11:24,1551625884.57,1.90021,89.9037,18.3594
2019-03-03 10:11:25,1551625885.56,1.90021,90.2207,17.6719
2019-03-03 10:11:26,1551625886.56,1.90021,89.9013,17.6719
2019-03-03 10:11:32,1551625892.56,1.90021,90.2759,17.6719
2019-03-03 10:11:33,1551625893.56,1.90021,89.9193,17.6719
2019-03-03 10:11:35,1551625895.56,1.90021,90.2008,17.6719
2019-03-03 10:11:36,1551625896.56,1.90021,89.9151,17.6719
2019-03-03 10:11:38,1551625898.56,1.90021,90.0258,17.6719
2019-03-03 10:11:39,1551625899.56,1.90021,89.8272,17.6719
2019-03-03 10:11:40,1551625900.56,1.90021,90.2584,17.6719
2019-03-03 10:11:41,1551625901.56,1.90021,89.9252,17.6719
2019-03-03 10:11:44,1551625904.56,1.90021,89.7899,17.6719
2019-03-03 10:11:45,1551625905.56,1.90021,89.9295,17.6719
2019-03-03 10:11:46,1551625906.57,1.90021,89.9295,18.1406
2019-03-03 10:11:47,1551625907.56,1.90021,89.791,20.3398
2019-03-03 10:11:48,1551625908.56,1.90021,90.3394,19.5977
2019-03-03 10:11:49,1551625909.56,1.90021,89.8277,19.5977
2019-03-03 10:11:50,1551625910.56,1.90021,90.171,19.5977
2019-03-03 10:11:51,1551625911.56,1.90021,89.892,19.5977
2019-03-03 10:11:52,1551625912.56,1.90021,90.0918,19.5977
2019-03-03 10:11:53,1551625913.56,1.90021,89.8816,19.5977
2019-03-03 10:11:54,1551625914.56,1.90021,90.0588,19.5977
2019-03-03 10:11:55,1551625915.56,1.90021,89.7843,19.5977
2019-03-03 10:11:56,1551625916.57,1.90021,89.9467,19.5977
2019-03-03 10:12:01,1551625921.56,1.90021,89.8406,19.5977
2019-03-03 10:12:02,1551625922.56,1.90021,90.1944,19.5977
2019-03-03 10:12:03,1551625923.56,1.90021,89.969,19.5977
2019-03-03 10:12:04,1551625924.56,1.90021,89.8026,18.6328
2019-03-03 10:12:05,1551625925.56,1.90021,90.1286,17.5898
2019-03-03 10:12:06,1551625926.56,1.90021,89.8352,17.5898
2019-03-03 10:12:07,1551625927.56,1.90021,90.0415,17.5898
2019-03-03 10:12:08,1551625928.56,1.90021,89.8141,17.5898
2019-03-03 10:12:09,1551625929.56,1.90021,90.1296,17.5898
2019-03-03 10:12:10,1551625930.56,1.90021,89.8997,17.5898
2019-03-03 10:12:11,1551625931.56,1.90021,90.0436,17.5898
2019-03-03 10:12:12,1551625932.56,1.90021,90.2193,17.5898
2019-03-03 10:12:13,1551625933.56,1.90021,90.1078,17.5898
2019-03-03 10:12:15,1551625935.56,1.90021,89.8409,17.5898
2019-03-03 10:12:17,1551625937.56,1.90021,90.0624,17.5898
2019-03-03 10:12:20,1551625940.56,1.90021,89.9474,17.5898
2019-03-03 10:12:21,1551625941.56,1.90021,90.0638,17.5898
2019-03-03 10:12:22,1551625942.56,1.90021,89.8181,17.5898
2019-03-03 10:12:23,1551625943.56,1.90021,90.0962,17.5898
2019-03-03 10:12:24,1551625944.56,1.90021,89.9907,17.4531
2019-03-03 10:12:25,1551625945.56,1.90021,89.8297,17.1211
2019-03-03 10:12:26,1551625946.56,1.90021,90.0067,17.1211
2019-03-03 10:12:27,1551625947.56,1.90021,89.8622,17.1211
2019-03-03 10:12:28,1551625948.56,1.90021,90.0859,17.1211
2019-03-03 10:12:29,1551625949.56,1.90021,90.2201,17.1211
2019-03-03 10:12:30,1551625950.56,1.90021,90.1003,17.1211
2019-03-03 10:12:31,1551625951.56,1.90021,89.9306,17.1211
2019-03-03 10:12:33,1551625953.56,1.90021,89.8046,17.1211
2019-03-03 10:12:34,1551625954.56,1.90021,89.984,17.1211
2019-03-03 10:12:36,1551625956.56,1.90021,90.1825,17.1211
2019-03-03 10:12:37,1551625957.56,1.90021,89.9041,17.1211
2019-03-03 10:12:39,1551625959.56,1.90021,90.1896,17.1211
2019-03-03 10:12:40,1551625960.56,1.90021,89.7997,17.1211
2019-03-03 10:12:41,1551625961.56,1.90021,90.2006,17.1211
2019-03-03 10:12:42,1551625962.56,1.90021,89.9092,17.1211
2019-03-03 10:12:45,1551625965.57,1.90021,89.9092,15.9141
2019-03-03 10:12:46,1551625966.57,1.90021,89.9092,18.1406
2019-03-03 10:12:48,1551625968.57,1.90021,89.9092,19.375
2019-03-03 10:12:49,1551625969.56,1.90021,90.3398,19.375
2019-03-03 10:12:50,1551625970.56,1.90021,89.8563,19.375
